Simulation Iteration,Q-Value,Q-value Difference
0.0,1.0,
2.0,0.9100006123140332,0.08999938768596683
53.0,0.9010032442844091,0.008997368029624031
185.0,0.9001014525909882,0.0009017916934209724
231.0,0.9000102879492309,9.116464175729089e-05
254.0,0.8636226306439116,0.03638765730531923
302.0,0.8591302349653596,0.004492395678552086
329.0,0.8586728094328893,0.0004574255324703014
371.0,0.823219298617024,0.03545351081586523
494.0,0.8187788112534984,0.004440487363525647
672.0,0.8117548986798088,0.007023912573689617
727.0,0.811023991321433,0.0007309073583757764
878.0,0.8109477313403981,7.62599810348874e-05
888.0,0.8052414160308882,0.005706315309509935
977.0,0.796630433201481,0.008610982829407199
1001.0,0.7855456274525104,0.011084805748970528
1279.0,0.7737603852258631,0.011785242226647341
1384.0,0.741873649105424,0.03188673612043913
1446.0,0.7339465475637323,0.007927101541691628
1501.0,0.7329850029990431,0.0009615445646892207
1513.0,0.7319093250230778,0.0010756779759653057
1591.0,0.731791910801463,0.00011741422161481996
1659.0,0.7310290376098814,0.0007628731915816367
1792.0,0.7295411433517089,0.0014878942581724175
2012.0,0.7202224769289985,0.009318666422710398
2052.0,0.7191769477226316,0.001045529206366913
2141.0,0.7190594290776392,0.00011751864499243148
2327.0,0.7125671502957289,0.006492278781910277
2363.0,0.7118263877923946,0.0007407625033343246
2535.0,0.7117417843689254,8.460342346916505e-05
2537.0,0.7117320229071413,9.761461784107972e-06
2592.0,0.7117308969275288,1.1259796125484556e-06
2630.0,0.7117307666316252,1.3029590362201304e-07
2659.0,0.7117307515000822,1.5131542907553808e-08
2725.0,0.7117307497460744,1.7540078278699411e-09
2737.0,0.7117307490636858,6.823885900786308e-10
2928.0,0.7117307405821857,8.481500168855405e-09
2974.0,0.7117307485305651,7.94837939910309e-09
3116.0,0.7117307494055489,8.749838631416651e-10
3236.0,0.697511571213616,0.014219178191932969
3247.0,0.6958112330809199,0.0017003381326960998
3286.0,0.6956078300756782,0.00020340300524168686
3620.0,0.6303646353713869,0.0652431947042913
3665.0,0.6224148654260504,0.007949769945336471
3705.0,0.6134930760673464,0.008921789358704024
3707.0,0.6124011171306156,0.0010919589367307525
3824.0,0.6121366128865965,0.00026450424401913697
3954.0,0.6341417691877668,0.02200515630117028
4085.0,0.6367981473685952,0.0026563781808284226
4089.0,0.6371292789172991,0.00033113154870390016
4109.0,0.6371705592101427,4.128029284355961e-05
4160.0,0.6371757092681555,5.1500580128260864e-06
4217.0,0.6369574894957639,0.0002182197723915591
4314.0,0.6369301343915131,2.735510425078136e-05
4413.0,0.6369266906833727,3.4437081404270486e-06
4518.0,0.6060441464718306,0.03088254421154213
4663.0,0.6005487403435765,0.0054954061282540545
4811.0,0.6239631807555257,0.023414440411949178
4843.0,0.6269824793012135,0.003019298545687832
4910.0,0.6273721036408382,0.00038962433962463905
4980.0,0.6274225583446884,5.045470385023343e-05
5045.0,0.6274292161553467,6.657810658339258e-06
5138.0,0.6274299795464464,7.633910996673876e-07
5313.0,0.6273280573685118,0.00010192217793458802
5327.0,0.6273146928795751,1.3364488936740138e-05
