Simulation Iteration,Q-Value,Q-value Difference
0.0,1.0,
39.0,0.984921876080763,0.015078123919237019
122.0,1.0086080904790138,0.023686214398250804
164.0,1.028334867110811,0.019726776631797227
197.0,1.00708175714617,0.021253109964640915
345.0,0.9910471555852611,0.016034601560908968
452.0,0.9774209096093401,0.013626245975920992
506.0,0.9658371215627395,0.011583788046600652
547.0,0.955988534051902,0.009848587510837503
619.0,0.9456030159736726,0.010385518078229405
641.0,0.9367714827303558,0.008831533243316758
668.0,0.9292614542040228,0.007510028526332979
710.0,0.9228755153990875,0.0063859388049353205
775.0,0.9174458391927078,0.0054296762063796855
855.0,0.9108508197124546,0.006595019480253206
875.0,0.905241391267479,0.005609428444975584
988.0,0.9004724013196155,0.004768989947863567
1088.0,0.8964172632345936,0.004055138085021892
1112.0,0.8929675067611347,0.0034497564734589092
1188.0,0.88809105977123,0.004876446989904637
1193.0,0.883941846202983,0.0041492135682470455
1384.0,0.8804146856809068,0.0035271605220762448
1415.0,0.8774134118051103,0.0030012738757964064
1435.0,0.874859406618878,0.0025540051862323887
1534.0,0.8726868373776207,0.002172569241257305
1550.0,0.8708378081302297,0.001849029247390943
1738.0,0.8692654707622218,0.0015723373680078812
1764.0,0.8679271145547006,0.0013383562075212074
1928.0,0.8729660943843377,0.00503897982963708
2035.0,0.8772541905678606,0.004288096183522883
2075.0,0.8786143781755896,0.0013601876077290465
2118.0,0.8797723974048255,0.0011580192292358626
2127.0,0.8807585020975044,0.0009861046926789019
2188.0,0.8763418261187568,0.0044166759787476195
2197.0,0.8725806009264692,0.0037612251922876094
2213.0,0.8693776424195837,0.003202958506885456
2363.0,0.8666518815183648,0.002725760901218899
2372.0,0.8624604360504324,0.004191445467932375
2494.0,0.8588924640632662,0.0035679719871661852
2557.0,0.8558540033529489,0.0030384607103173256
2594.0,0.8514277020173793,0.004426301335569649
2863.0,0.8476618545809955,0.0037658474363837513
2909.0,0.8444535810387218,0.0032082735422737096
3046.0,0.8417214633642875,0.0027321176744342646
3053.0,0.8393930397237553,0.0023284236405322067
3099.0,0.8374090365068186,0.001984003216936703
3160.0,0.835718566574946,0.0016904699318726069
3224.0,0.8324782351691583,0.003240331405787722
3281.0,0.8297169559145603,0.0027612792545980147
3476.0,0.8273654157364919,0.0023515401780683787
3481.0,0.8253605682367098,0.0020048474997821364
3534.0,0.8236517034058116,0.0017088648308981602
3625.0,0.8221953347406453,0.0014563686651662966
3646.0,0.8209536210085037,0.0012417137321416583
3681.0,0.8225567256605526,0.0016031046520489367
3765.0,0.8239231827119147,0.0013664570513620689
3837.0,0.8250880803623537,0.001164897650439034
4043.0,0.8260805448916175,0.0009924645292638257
4137.0,0.8269267258255837,0.0008461809339661563
4140.0,0.8276485721358723,0.0007218463102885986
4212.0,0.8282641418156141,0.0006155696797418564
4221.0,0.8287892802094597,0.0005251383938456033
4248.0,0.8292372353498997,0.00044795514043993734
4420.0,0.8240842540666692,0.0051529812832304955
4453.0,0.8196880204477021,0.004396233618967127
4622.0,0.8196788108222957,9.209625406403354e-06
4681.0,0.8142280657479831,0.005450745074312535
4692.0,0.8150188266882876,0.0007907609403045024
4702.0,0.812200745025646,0.002818081662641636
4711.0,0.8097956434420904,0.002405101583555558
4751.0,0.8060359128201993,0.0037597306218911664
4776.0,0.8028272796906322,0.0032086331295670956
4958.0,0.7984108010959602,0.00441647859467198
4994.0,0.7946412226930861,0.003769578402874063
5008.0,0.7914233361236452,0.0032178865694408865
5066.0,0.788676971766332,0.0027463643573132357
5167.0,0.7863334249806474,0.0023435467856846026
5366.0,0.7826858486182312,0.003647576362416194
5401.0,0.7795714427174112,0.0031144059008200164
5405.0,0.7769117803087792,0.002659662408632024
5417.0,0.7746405462304327,0.002271234078346507
5457.0,0.7727012649290339,0.0019392813013987542
5563.0,0.7710459105597736,0.0016553543692603423
5631.0,0.7696325165430108,0.00141339401676277
5649.0,0.7684253433301528,0.0012071732128580148
5655.0,0.7673942244685336,0.001031118861619218
5790.0,0.7648964686829387,0.0024977557855948573
5812.0,0.7627628998758924,0.0021335688070462933
5896.0,0.7562349469680356,0.006527952907856793
5941.0,0.7506589442909518,0.005576002677083802
6041.0,0.7458972014315818,0.004761742859370033
6094.0,0.7418295076285426,0.004067693803039174
6204.0,0.7383555367705599,0.0034739708579827333
6371.0,0.7353891976923552,0.0029663390782046495
6399.0,0.7328541875811646,0.0025350101111906165
6533.0,0.7306888865166284,0.0021653010645361626
6676.0,0.7273279066010476,0.0033609799155808195
7063.0,0.724460057325195,0.0028678492758525964
7175.0,0.7220088057398358,0.002451251585359193
7185.0,0.7199123646574535,0.002096441082382383
7246.0,0.7181198193700403,0.0017925452874131276
7295.0,0.716586946360513,0.0015328730095273135
7712.0,0.7138039012638799,0.0027830450966330744
7830.0,0.711423898874422,0.0023800023894579025
7936.0,0.7093882449471318,0.002035653927290215
7946.0,0.7076461241298093,0.0017421208173225011
7976.0,0.7061553469483683,0.001490777181440972
8062.0,0.7020052687736248,0.0041500781747435544
8126.0,0.6984541985816354,0.003551070191989414
8231.0,0.6940120458687205,0.004442152712914926
8583.0,0.6960682422383245,0.0020561963696040797
8936.0,0.6963661912780711,0.00029794903974655895
9055.0,0.6966212525814959,0.00025506130342478617
9090.0,0.696839713269983,0.00021846068848707656
9094.0,0.6970268599915423,0.0001871467215593947
9140.0,0.6971871480651495,0.00016028807360712882
9250.0,0.6930882615719443,0.004098886493205223
9298.0,0.6895772093282798,0.0035110522436644365
9325.0,0.6865692507913201,0.003007958536959676
9343.0,0.6839921239105075,0.0025771268808126857
9383.0,0.6817843305343291,0.0022077933761783797
9412.0,0.6798927731226329,0.0018915574116962208
9414.0,0.6782718966372043,0.001620876485428524
