Simulation Iteration,Q-Value,Q-value Difference
0.0,1.0,
8.0,0.9100042854066716,0.08999571459332845
126.0,7.454781920611683,6.544777635205012
146.0,8.770551257594468,1.3157693369827843
173.0,8.90327126213947,0.13272000454500166
191.0,8.916681294387606,0.013410032248136972
242.0,8.91803741566333,0.0013561212757231544
287.0,8.918174984909038,0.0001375692457088462
290.0,8.918188982188806,1.3997279767252735e-05
353.0,8.918190406047556,1.4238587500159383e-06
421.0,8.918190551430909,1.4538335335601005e-07
461.0,8.91819056633848,1.4907570289324212e-08
515.0,8.91819056787059,1.5321113266963948e-09
555.0,8.983667249420131,0.06547668154954067
559.0,8.990436391023716,0.006769141603584217
613.0,8.991136128759639,0.0006997377359230228
731.0,8.991208660588816,7.253182917743572e-05
787.0,8.991428149153569,0.00021948856475262346
810.0,8.99145114777506,2.2998621490799565e-05
1082.0,8.991453556771098,2.408996039093836e-06
1411.0,8.99145381298105,2.562099510328153e-07
1536.0,8.991453840779489,2.779843910616364e-08
1741.0,8.998197337185614,0.00674349640612526
1861.0,8.998942490297065,0.000745153111450847
1873.0,8.999025430598,8.294030093480842e-05
1882.0,8.999034668587726,9.237989726074147e-06
1937.0,8.999035697706498,1.0291187724220663e-06
2009.0,8.999035812679708,1.1497320961950663e-07
2138.0,8.999035825569502,1.2889794120951592e-08
2155.0,8.999794335226213,0.0007585096567108707
2214.0,8.999880081407305,8.574618109236098e-05
2243.0,8.999975415282911,9.533387560622941e-05
2248.0,8.999986246914926,1.0831632014429715e-05
2414.0,8.999987476561,1.2296460738525639e-06
2481.0,8.99999730456066,9.827999660316777e-06
2670.0,8.999998433874167,1.1293135067091953e-06
2730.0,8.999998565038487,1.3116432029391945e-07
2742.0,8.999998580324865,1.5286378385326316e-08
2748.0,8.999998582107573,1.7827073151011064e-09
2773.0,8.999998582315511,2.0793855526335392e-10
2797.0,8.999998582339796,2.4284574351440824e-11
2833.0,8.999998582342636,2.8403945862010005e-12
2902.0,8.999998582342968,3.3217872896784684e-13
3012.0,8.999999684683992,1.1023410237953613e-06
3065.0,8.999999945157231,2.60473239421799e-07
3136.0,8.999999976025107,3.086787536688007e-08
3180.0,8.999999979696968,3.6718610374464333e-09
3188.0,8.999999980134827,4.3785952641428594e-10
3201.0,8.99999998018706,5.2231996505724965e-11
3238.0,8.999999980193293,6.233236149455479e-12
3240.0,8.999999980194039,7.460698725481052e-13
3317.0,8.999999980194128,8.881784197001252e-14
3458.0,8.999999980194138,1.0658141036401503e-14
3481.0,8.99999998019414,1.7763568394002505e-15
3497.0,8.99999998019414,0.0
3578.0,8.99999998019414,0.0
3719.0,8.99999998019414,0.0
3867.0,8.999999995415733,1.522159287503655e-08
3876.0,8.99999999729335,1.8776180610302617e-09
3906.0,8.999999997525027,2.3167601170825947e-10
3955.0,8.999999997553651,2.8624214110095636e-11
4039.0,8.999999997557193,3.5420555377640994e-12
4139.0,8.999999997557634,4.405364961712621e-13
4174.0,8.999999997557689,5.5067062021407764e-14
4192.0,8.999999997557696,7.105427357601002e-15
4251.0,8.999999997557698,1.7763568394002505e-15
4260.0,8.999999997557698,0.0
4317.0,8.999999997557698,0.0
4331.0,8.999999997557698,0.0
4529.0,8.99999999965495,2.097252149724227e-09
4581.0,8.999999999921833,2.6688340426517243e-10
4588.0,8.999999999955888,3.40545369681422e-11
4599.0,8.999999999960234,4.346745186012413e-12
4650.0,8.999999999960789,5.542233338928781e-13
4736.0,8.99999999996086,7.105427357601002e-14
4828.0,8.99999999996087,1.0658141036401503e-14
4909.0,8.99999999996087,0.0
4973.0,8.99999999996087,0.0
4980.0,8.99999999996087,0.0
5109.0,8.99999999996087,0.0
5157.0,8.99999999996087,0.0
5188.0,8.99999999996087,0.0
5210.0,8.99999999996087,0.0
5222.0,8.99999999996087,0.0
5296.0,8.99999999996087,0.0
5327.0,8.99999999996087,0.0
5472.0,8.999999999990306,2.943600918570155e-11
5474.0,8.999999999994216,3.909761403519951e-12
5516.0,8.999999999994737,5.204725539442734e-13
5788.0,8.999999999994806,6.927791673660977e-14
5888.0,8.99999999999831,3.504752044136694e-12
6247.0,8.999999999998845,5.346834086594754e-13
6264.0,8.99999999999892,7.460698725481052e-14
6304.0,8.999999999998929,8.881784197001252e-15
6369.0,8.999999999999236,3.0730973321624333e-13
6571.0,8.999999999999755,5.186961971048731e-13
6587.0,8.999999999999828,7.283063041541027e-14
6819.0,8.999999999999845,1.7763568394002505e-14
6933.0,8.999999999999892,4.618527782440651e-14
7122.0,8.999999999999897,5.329070518200751e-15
7349.0,8.999999999999972,7.460698725481052e-14
7510.0,8.999999999999982,1.0658141036401503e-14
7600.0,8.999999999999984,1.7763568394002505e-15
7692.0,8.999999999999984,0.0
7736.0,8.999999999999984,0.0
7774.0,8.999999999999984,0.0
7931.0,8.999999999999984,0.0
8036.0,8.999999999999984,0.0
8063.0,8.999999999999993,8.881784197001252e-15
8093.0,8.999999999999995,1.7763568394002505e-15
8148.0,8.999999999999995,0.0
8261.0,8.999999999999995,0.0
8484.0,8.999999999999995,0.0
8546.0,8.999999999999995,0.0
8709.0,8.999999999999996,1.7763568394002505e-15
8747.0,8.999999999999996,0.0
8796.0,8.999999999999996,0.0
8892.0,8.999999999999996,0.0
8989.0,8.999999999999996,0.0
9031.0,8.999999999999996,0.0
9059.0,8.999999999999996,0.0
9063.0,8.999999999999996,0.0
9193.0,8.999999999999996,0.0
9219.0,8.999999999999996,0.0
9305.0,8.999999999999998,1.7763568394002505e-15
9381.0,8.999999999999998,0.0
9447.0,8.999999999999998,0.0
9461.0,8.999999999999998,0.0
9490.0,8.999999999999998,0.0
9565.0,8.999999999999998,0.0
9698.0,8.999999999999998,0.0
9742.0,8.999999999999998,0.0
9802.0,8.999999999999998,0.0
9924.0,8.999999999999998,0.0
10054.0,8.999999999999998,0.0
10060.0,8.999999999999998,0.0
10131.0,8.999999999999998,0.0
10137.0,8.999999999999998,0.0
10153.0,8.999999999999998,0.0
10203.0,8.999999999999998,0.0
10226.0,8.999999999999998,0.0
10304.0,8.999999999999998,0.0
10401.0,8.999999999999998,0.0
10469.0,8.999999999999998,0.0
10559.0,8.999999999999998,0.0
10589.0,8.999999999999998,0.0
10630.0,8.999999999999998,0.0
10654.0,8.999999999999998,0.0
10732.0,8.999999999999998,0.0
10741.0,8.999999999999998,0.0
10821.0,8.999999999999998,0.0
11045.0,8.999999999999998,0.0
11131.0,8.999999999999998,0.0
11160.0,8.999999999999998,0.0
11240.0,8.999999999999998,0.0
11247.0,8.999999999999998,0.0
11256.0,8.999999999999998,0.0
11267.0,8.999999999999998,0.0
11291.0,8.999999999999998,0.0
11315.0,8.999999999999998,0.0
11349.0,8.999999999999998,0.0
11403.0,8.999999999999998,0.0
11430.0,8.999999999999998,0.0
11632.0,8.999999999999998,0.0
11726.0,8.999999999999998,0.0
11760.0,8.999999999999998,0.0
11769.0,8.999999999999998,0.0
11801.0,8.999999999999998,0.0
11887.0,8.999999999999998,0.0
11910.0,8.999999999999998,0.0
11931.0,8.999999999999998,0.0
11969.0,8.999999999999998,0.0
11997.0,8.999999999999998,0.0
12102.0,8.999999999999998,0.0
12113.0,8.999999999999998,0.0
12156.0,8.999999999999998,0.0
12239.0,8.999999999999998,0.0
12343.0,8.999999999999996,1.7763568394002505e-15
12680.0,8.999999999999996,0.0
12696.0,8.999999999999996,0.0
12754.0,8.999999999999996,0.0
